CELL_LINE.DRUG,GENEA,GENEB,SCORE,SOURCE
LOVO.SUNITINIB,ALDOC,PDGFRA,0.509,mutation
LOVO.SUNITINIB,ALDOC,PDGFRB,0.509,mutation
LOVO.SUNITINIB,ALDOC,KIT,0.509,mutation
LOVO.SUNITINIB,CAPN6,PDGFRA,0.506,mutation
LOVO.SUNITINIB,CAPN6,PDGFRB,0.506,mutation
LOVO.SUNITINIB,CAPN6,KIT,0.506,mutation
LOVO.SUNITINIB,KIT,KRAS,0.44,mutation
LOVO.SUNITINIB,CLTC,PDGFRA,0.524,mutation
LOVO.SUNITINIB,CLTC,PDGFRB,0.524,mutation
LOVO.SUNITINIB,CLTC,KIT,0.524,mutation
LOVO.SUNITINIB,PDE4DIP,PDGFRA,0.554,mutation
LOVO.SUNITINIB,PDE4DIP,PDGFRB,0.554,mutation
LOVO.SUNITINIB,KIT,PDE4DIP,0.554,mutation
LOVO.SUNITINIB,GTF2H1,KDR,0.554,mutation
LOVO.ETOPOSIDE,KRAS,TOP2A,0.458,mutation
LOVO.ZOLINZA,CASP8AP2,HDAC2,0.2,mutation
LOVO.PD325901,KRAS,MAP2K1,0.458,mutation
LOVO.L778123,GIN1,PGGT1B,0.2,mutation
LOVO.L778123,CREB1,PGGT1B,0.173,mutation
LOVO.L778123,FNTA,GOLGA7,0.2,mutation
LOVO.MK-4541,AR,KRAS,0.44,mutation
LOVO.LAPATINIB,EGFR,SMAD2,0.855,mutation
LOVO.LAPATINIB,ALK,EGFR,0.304,mutation
LOVO.LAPATINIB,BAX,EGFR,0.1775,mutation
LOVO.LAPATINIB,BAX,ERBB2,0.1775,mutation
LOVO.LAPATINIB,ERBB2,PLCG1,0.1775,mutation
LOVO.LAPATINIB,EGF,EGFR,0.1775,mutation
LOVO.LAPATINIB,CENPE,ERBB2,0.1775,mutation
LOVO.LAPATINIB,EGFR,HDAC9,0.56,mutation
LOVO.LAPATINIB,AKT2,EGFR,0.8325,mutation
LOVO.LAPATINIB,EGFR,KRAS,0.85,mutation
LOVO.LAPATINIB,CNTNAP1,EGFR,0.1775,mutation
LOVO.LAPATINIB,EGFR,OSMR,0.2,mutation
LOVO.LAPATINIB,EGFR,GTF2H1,0.536,mutation
LOVO.MK-2206,AKT1,MAP1LC3A,0.1775,mutation
LOVO.MK-2206,AKT1,BAX,0.1775,mutation
LOVO.MK-2206,AKT1,CASP8,0.1775,mutation
LOVO.MK-2206,AKT2,AKT3,0.1775,mutation
LOVO.MK-2206,AKT1,SPINT2,0.1775,mutation
LOVO.MK-2206,AKT3,LRP12,0.2,mutation
LOVO.DOXORUBICIN,DNMT1,GTPBP3,0.2,mutation
LOVO.DOXORUBICIN,KRAS,TOP1,0.855,mutation
LOVO.DINACICLIB,CDK2,KRAS,0.1775,mutation
LOVO.DINACICLIB,CDK9,KRAS,0.443,mutation
LOVO.DINACICLIB,CDK2,GTF2H1,0.545,mutation
LOVO.MK-8776,CHEK1,NF1,0.1775,mutation
LOVO.MK-8776,CHEK1,KNTC1,0.197,mutation
LOVO.MK-8776,CHEK1,HDAC9,0.1775,mutation
LOVO.MK-8776,CDC25C,CHEK1,0.1775,mutation
LOVO.MK-8776,CDC25A,CHEK1,0.1775,mutation
LOVO.METHOTREXATE,CDC25A,DHFR,0.191,mutation
LOVO.MK-5108,AURKA,MAP2,0.5,mutation
LOVO.MK-5108,AURKA,TACC3,0.23,mutation
LOVO.GELDANAMYCIN,CPNE1,HSP90AB1,0.2,mutation
LOVO.5-FU,LMTK2,TYMS,0.467,mutation
LOVO.5-FU,ASPM,TYMS,0.5,mutation
LOVO.5-FU,TYMS,WNK4,0.554,mutation
LOVO.5-FU,FLT1,TYMS,0.482,mutation
LOVO.5-FU,KIF11,TYMS,0.203,mutation
LOVO.5-FU,FURIN,TYMS,0.5,mutation
LOVO.5-FU,MAP2K7,TYMS,0.467,mutation
LOVO.5-FU,RNASEL,TYMS,0.5,mutation
LOVO.5-FU,CCNF,TYMS,0.203,mutation
LOVO.5-FU,EPHA1,TYMS,0.5,mutation
LOVO.5-FU,FER,TYMS,0.473,mutation
LOVO.DASATINIB,ERMP1,KIT,0.506,mutation
LOVO.DASATINIB,ANK3,KIT,0.506,mutation
LOVO.DASATINIB,DLAT,KIT,0.506,mutation
LOVO.DASATINIB,KIT,TJP1,0.527,mutation
LOVO.DASATINIB,DDX26B,KIT,0.506,mutation
LOVO.DASATINIB,CAPRIN1,KIT,0.503,mutation
LOVO.DASATINIB,CTSB,KIT,0.506,mutation
LOVO.DASATINIB,KIT,MAML1,0.509,mutation
LOVO.DASATINIB,KIT,PLCB1,0.443,mutation
LOVO.DASATINIB,KIT,UBA6,0.515,mutation
LOVO.DASATINIB,ALG10B,KIT,0.503,mutation
LOVO.DASATINIB,KIT,PDLIM5,0.587,mutation
LOVO.DASATINIB,KIT,PLEKHM1,0.506,mutation
LOVO.DASATINIB,ALDOC,KIT,0.509,mutation
LOVO.DASATINIB,CASP8,SRC,0.1775,mutation
LOVO.DASATINIB,CAPN6,KIT,0.506,mutation
LOVO.DASATINIB,KIT,KRAS,0.44,mutation
LOVO.DASATINIB,CLTC,KIT,0.524,mutation
LOVO.DASATINIB,KIT,PDE4DIP,0.554,mutation
LOVO.TOPOTECAN,KRAS,TOP1,0.855,mutation
LOVO.BEZ-235,PIK3CA,PIK3CB,0.56,mutation
LOVO.BEZ-235,MAP1LC3A,MTOR,0.1775,mutation
LOVO.BEZ-235,ALK,MTOR,0.1775,mutation
LOVO.BEZ-235,BAX,PIK3CA,0.1775,mutation
LOVO.BEZ-235,CREB1,MTOR,0.56,mutation
LOVO.BEZ-235,DHX15,PIK3CA,0.17,mutation
LOVO.BEZ-235,KRAS,MTOR,0.461,mutation
LOVO.BEZ-235,CCNG2,PIK3CA,0.164,mutation
LOVO.BEZ-235,FER,PIK3CA,0.17,mutation
LOVO.BEZ-235,GTF2H1,MTOR,0.557,mutation
LOVO.SN-38,KRAS,TOP1,0.855,mutation
LOVO.SN-38,KRAS,TOP2A,0.458,mutation
LOVO.ERLOTINIB,EGFR,SMAD2,0.855,mutation
LOVO.ERLOTINIB,ALK,EGFR,0.304,mutation
LOVO.ERLOTINIB,BAX,EGFR,0.1775,mutation
LOVO.ERLOTINIB,EGF,EGFR,0.1775,mutation
LOVO.ERLOTINIB,EGFR,HDAC9,0.56,mutation
LOVO.ERLOTINIB,AKT2,EGFR,0.8325,mutation
LOVO.ERLOTINIB,EGFR,KRAS,0.85,mutation
LOVO.ERLOTINIB,CNTNAP1,EGFR,0.1775,mutation
LOVO.ERLOTINIB,EGFR,OSMR,0.2,mutation
LOVO.ERLOTINIB,EGFR,GTF2H1,0.536,mutation
MDAMB436.MK-4827,BRCA1,PARP1,0.99,mutation
MDAMB436.MK-4827,BRCA1,PARP2,0.873,mutation
MDAMB436.MK-4827,PARP1,TP53,0.5173143,mutation
MDAMB436.MK-4827,PARP1,USP21,0.2,mutation
MDAMB436.SORAFENIB,BRCA1,KDR,0.545,mutation
MDAMB436.SORAFENIB,PDGFRB,TP53,0.4305,mutation
MDAMB436.SORAFENIB,KDR,TP53,0.4305,mutation
MDAMB436.SORAFENIB,KIT,TP53,0.1775,mutation
MDAMB436.SORAFENIB,PDGFRA,SNTA1,0.587,mutation
MDAMB436.SORAFENIB,PDGFRB,SNTA1,0.587,mutation
MDAMB436.SORAFENIB,KIT,SNTA1,0.587,mutation
MDAMB436.ABT-888,BRCA1,PARP1,0.99,mutation
MDAMB436.ABT-888,BRCA1,PARP2,0.873,mutation
MDAMB436.ABT-888,PARP1,TP53,0.5173143,mutation
MDAMB436.ABT-888,PARP1,USP21,0.2,mutation
MDAMB436.MK-8669,BRCA1,MTOR,0.548,mutation
MDAMB436.MK-8669,MAP1LC3B,MTOR,0.1775,mutation
MDAMB436.MK-8669,MTOR,TP53,0.464375,mutation
MDAMB436.MK-8669,EZH2,MTOR,0.1775,mutation
MDAMB436.GEMCITABINE,BRCA1,RRM1,0.497,mutation
MDAMB436.GEMCITABINE,RRM1,STK17A,0.482,mutation
MDAMB436.GEMCITABINE,STK17A,TYMS,0.482,mutation
MDAMB436.GEMCITABINE,CMPK1,STK17A,0.482,mutation
MDAMB436.GEMCITABINE,RRM1,STAT4,0.5,mutation
MDAMB436.GEMCITABINE,STAT4,TYMS,0.5,mutation
MDAMB436.GEMCITABINE,CMPK1,STAT4,0.5,mutation
MDAMB436.SUNITINIB,BRCA1,KDR,0.545,mutation
MDAMB436.SUNITINIB,PDGFRB,TP53,0.4305,mutation
MDAMB436.SUNITINIB,KDR,TP53,0.4305,mutation
MDAMB436.SUNITINIB,KIT,TP53,0.1775,mutation
MDAMB436.SUNITINIB,PDGFRA,SNTA1,0.587,mutation
MDAMB436.SUNITINIB,PDGFRB,SNTA1,0.587,mutation
MDAMB436.SUNITINIB,KIT,SNTA1,0.587,mutation
MDAMB436.LAPATINIB,BRCA1,EGFR,0.7625,mutation
MDAMB436.LAPATINIB,CENPE,ERBB2,0.1775,mutation
MDAMB436.LAPATINIB,EGFR,PIK3R1,0.855,mutation
MDAMB436.LAPATINIB,EGFR,TP53,0.273125,mutation
MDAMB436.LAPATINIB,ERBB2,TP53,0.1775,mutation
MDAMB436.LAPATINIB,EGFR,FLNA,0.855,mutation
MDAMB436.LAPATINIB,ABL1,EGFR,0.855,mutation
MDAMB436.MK-2206,AKT1,SSX1,0.1775,mutation
MDAMB436.MK-2206,AKT1,TP53,0.273125,mutation
MDAMB436.DOXORUBICIN,BRCA1,TOP1,0.1775,mutation
MDAMB436.DOXORUBICIN,TOP1,TP53,0.1775,mutation
MDAMB436.DINACICLIB,BRCA1,CDK2,0.539,mutation
MDAMB436.DINACICLIB,CDK1,TP53,0.1775,mutation
MDAMB436.DINACICLIB,CDK2,TP53,0.1775,mutation
MDAMB436.DINACICLIB,CDK9,TP53,0.1775,mutation
MDAMB436.MK-8776,BRCA1,CHEK1,0.273125,mutation
MDAMB436.MK-8776,CHEK1,TP53,0.85,mutation
MDAMB436.GELDANAMYCIN,HSP90AA1,TP53,0.4305,mutation
MDAMB436.5-FU,STK17A,TYMS,0.482,mutation
MDAMB436.5-FU,STAT4,TYMS,0.5,mutation
MDAMB436.DASATINIB,KIT,TP53,0.1775,mutation
MDAMB436.DASATINIB,KIT,SNTA1,0.587,mutation
MDAMB436.AZD1775,TP53,WEE1,0.836875,mutation
MDAMB436.TOPOTECAN,BRCA1,TOP1,0.1775,mutation
MDAMB436.TOPOTECAN,TOP1,TP53,0.1775,mutation
MDAMB436.BEZ-235,BRCA1,MTOR,0.548,mutation
MDAMB436.BEZ-235,MAP1LC3B,MTOR,0.1775,mutation
MDAMB436.BEZ-235,MTOR,TP53,0.464375,mutation
MDAMB436.BEZ-235,EZH2,MTOR,0.1775,mutation
MDAMB436.SN-38,BRCA1,TOP1,0.1775,mutation
MDAMB436.SN-38,TOP1,TP53,0.1775,mutation
MDAMB436.ERLOTINIB,BRCA1,EGFR,0.7625,mutation
MDAMB436.ERLOTINIB,EGFR,PIK3R1,0.855,mutation
MDAMB436.ERLOTINIB,EGFR,TP53,0.273125,mutation
MDAMB436.ERLOTINIB,EGFR,FLNA,0.855,mutation
MDAMB436.ERLOTINIB,ABL1,EGFR,0.855,mutation
MSTO.MK-4827,PARP1,POLE,0.548,mutation
MSTO.MK-4827,PARP2,POLE,0.536,mutation
MSTO.MK-4827,ATR,PARP1,0.4305,mutation
MSTO.MK-4827,KDR,PARP1,0.554,mutation
MSTO.MK-4827,KDR,PARP2,0.557,mutation
MSTO.MK-4827,ATAD5,PARP1,0.17,mutation
MSTO.SORAFENIB,PDGFRA,SESTD1,0.515,mutation
MSTO.SORAFENIB,PDGFRB,SESTD1,0.515,mutation
MSTO.SORAFENIB,KIT,SESTD1,0.515,mutation
MSTO.SORAFENIB,KDR,POLE,0.503,mutation
MSTO.SORAFENIB,KDR,PDGFRB,0.4305,mutation
MSTO.SORAFENIB,ABCC10,KDR,0.473,mutation
MSTO.SORAFENIB,DBF4,PDGFRA,0.557,mutation
MSTO.SORAFENIB,DBF4,PDGFRB,0.557,mutation
MSTO.SORAFENIB,DBF4,KIT,0.557,mutation
MSTO.ABT-888,PARP1,POLE,0.548,mutation
MSTO.ABT-888,PARP2,POLE,0.536,mutation
MSTO.ABT-888,ATR,PARP1,0.4305,mutation
MSTO.ABT-888,KDR,PARP1,0.554,mutation
MSTO.ABT-888,KDR,PARP2,0.557,mutation
MSTO.ABT-888,ATAD5,PARP1,0.17,mutation
MSTO.MK-8669,MTOR,POLE,0.542,mutation
MSTO.MK-8669,ATR,MTOR,0.56,mutation
MSTO.MK-8669,KDR,MTOR,0.545,mutation
MSTO.GEMCITABINE,POLE,RRM1,0.509,mutation
MSTO.GEMCITABINE,ATR,RRM1,0.62,mutation
MSTO.GEMCITABINE,ATR,TYMS,0.62,mutation
MSTO.GEMCITABINE,ATR,CMPK1,0.62,mutation
MSTO.GEMCITABINE,KDR,RRM1,0.675,mutation
MSTO.GEMCITABINE,KDR,TYMS,0.473,mutation
MSTO.GEMCITABINE,CMPK1,KDR,0.473,mutation
MSTO.GEMCITABINE,ABCC10,RRM1,0.5,mutation
MSTO.SUNITINIB,PDGFRA,SESTD1,0.515,mutation
MSTO.SUNITINIB,PDGFRB,SESTD1,0.515,mutation
MSTO.SUNITINIB,KIT,SESTD1,0.515,mutation
MSTO.SUNITINIB,KDR,POLE,0.503,mutation
MSTO.SUNITINIB,KDR,PDGFRB,0.4305,mutation
MSTO.SUNITINIB,ABCC10,KDR,0.473,mutation
MSTO.SUNITINIB,DBF4,PDGFRA,0.557,mutation
MSTO.SUNITINIB,DBF4,PDGFRB,0.557,mutation
MSTO.SUNITINIB,DBF4,KIT,0.557,mutation
MSTO.LAPATINIB,EGFR,HDAC9,0.56,mutation
MSTO.LAPATINIB,EGFR,POLE,0.533,mutation
MSTO.LAPATINIB,EGFR,FGFR2,0.855,mutation
MSTO.LAPATINIB,EGFR,KDR,0.554,mutation
MSTO.DINACICLIB,CDK2,POLE,0.557,mutation
MSTO.DINACICLIB,ATR,CDK1,0.1775,mutation
MSTO.DINACICLIB,CDK2,KDR,0.551,mutation
MSTO.MK-8776,CHEK1,HDAC9,0.1775,mutation
MSTO.MK-8776,ATR,CHEK1,0.34334375,mutation
MSTO.MK-8776,ABCC10,CHEK1,0.647,mutation
MSTO.MK-5108,ABCC10,AURKA,0.605,mutation
MSTO.5-FU,ATR,TYMS,0.62,mutation
MSTO.5-FU,KDR,TYMS,0.473,mutation
MSTO.DASATINIB,KIT,SESTD1,0.515,mutation
MSTO.DASATINIB,DBF4,KIT,0.557,mutation
MSTO.AZD1775,KDR,WEE1,0.1775,mutation
MSTO.BEZ-235,MTOR,POLE,0.542,mutation
MSTO.BEZ-235,ATR,PIK3CA,0.34334375,mutation
MSTO.BEZ-235,ATR,MTOR,0.56,mutation
MSTO.BEZ-235,KDR,MTOR,0.545,mutation
MSTO.ERLOTINIB,EGFR,HDAC9,0.56,mutation
MSTO.ERLOTINIB,EGFR,POLE,0.533,mutation
MSTO.ERLOTINIB,EGFR,FGFR2,0.855,mutation
MSTO.ERLOTINIB,EGFR,KDR,0.554,mutation
NCIH1650.MK-4827,EGFR,PARP1,0.83359375,mutation
NCIH1650.MK-4827,EGFR,PARP2,0.815,mutation
NCIH1650.MK-4827,PARP1,TP53,0.5173143,mutation
NCIH1650.SORAFENIB,EGFR,KDR,0.554,mutation
NCIH1650.SORAFENIB,EGFR,KIT,0.1775,mutation
NCIH1650.SORAFENIB,PDGFRB,TP53,0.4305,mutation
NCIH1650.SORAFENIB,KDR,TP53,0.4305,mutation
NCIH1650.SORAFENIB,KIT,TP53,0.1775,mutation
NCIH1650.SORAFENIB,PDE4DIP,PDGFRA,0.554,mutation
NCIH1650.SORAFENIB,PDE4DIP,PDGFRB,0.554,mutation
NCIH1650.SORAFENIB,KIT,PDE4DIP,0.554,mutation
NCIH1650.ABT-888,EGFR,PARP1,0.83359375,mutation
NCIH1650.ABT-888,EGFR,PARP2,0.815,mutation
NCIH1650.ABT-888,PARP1,TP53,0.5173143,mutation
NCIH1650.MK-8669,EGFR,MTOR,0.6115,mutation
NCIH1650.MK-8669,MTOR,TP53,0.464375,mutation
NCIH1650.GEMCITABINE,EGFR,RRM1,0.521,mutation
NCIH1650.SUNITINIB,EGFR,KDR,0.554,mutation
NCIH1650.SUNITINIB,EGFR,KIT,0.1775,mutation
NCIH1650.SUNITINIB,PDGFRB,TP53,0.4305,mutation
NCIH1650.SUNITINIB,KDR,TP53,0.4305,mutation
NCIH1650.SUNITINIB,KIT,TP53,0.1775,mutation
NCIH1650.SUNITINIB,PDE4DIP,PDGFRA,0.554,mutation
NCIH1650.SUNITINIB,PDE4DIP,PDGFRB,0.554,mutation
NCIH1650.SUNITINIB,KIT,PDE4DIP,0.554,mutation
NCIH1650.ETOPOSIDE,RPIA,TOP2B,0.167,mutation
NCIH1650.LAPATINIB,EGFR,ERBB2,0.1775,mutation
NCIH1650.LAPATINIB,EGFR,SMARCA4,0.1775,mutation
NCIH1650.LAPATINIB,EGFR,TP53,0.273125,mutation
NCIH1650.LAPATINIB,ERBB2,TP53,0.1775,mutation
NCIH1650.MK-2206,AKT1,EGFR,0.56,mutation
NCIH1650.MK-2206,AKT2,EGFR,0.8325,mutation
NCIH1650.MK-2206,AKT3,EGFR,0.1775,mutation
NCIH1650.MK-2206,AKT1,TP53,0.273125,mutation
NCIH1650.DOXORUBICIN,TOP1,TP53,0.1775,mutation
NCIH1650.DINACICLIB,CDK2,EGFR,0.557,mutation
NCIH1650.DINACICLIB,CDK1,TP53,0.1775,mutation
NCIH1650.DINACICLIB,CDK2,TP53,0.1775,mutation
NCIH1650.DINACICLIB,CDK9,TP53,0.1775,mutation
NCIH1650.MK-8776,CHEK1,TP53,0.85,mutation
NCIH1650.MK-5108,AURKA,EGFR,0.8325,mutation
NCIH1650.GELDANAMYCIN,HSP90AA1,TP53,0.4305,mutation
NCIH1650.DASATINIB,EGFR,KIT,0.1775,mutation
NCIH1650.DASATINIB,KIT,TP53,0.1775,mutation
NCIH1650.DASATINIB,KIT,PDE4DIP,0.554,mutation
NCIH1650.AZD1775,TP53,WEE1,0.836875,mutation
NCIH1650.TOPOTECAN,TOP1,TP53,0.1775,mutation
NCIH1650.BEZ-235,EGFR,PIK3CA,0.1775,mutation
NCIH1650.BEZ-235,EGFR,MTOR,0.6115,mutation
NCIH1650.BEZ-235,MTOR,TP53,0.464375,mutation
NCIH1650.SN-38,RPIA,TOP2B,0.167,mutation
NCIH1650.SN-38,TOP1,TP53,0.1775,mutation
NCIH1650.ERLOTINIB,EGFR,SMARCA4,0.1775,mutation
NCIH1650.ERLOTINIB,EGFR,TP53,0.273125,mutation
NCIH2122.MK-4827,PARP1,SESN2,0.554,mutation
NCIH2122.MK-4827,PARP2,SESN2,0.557,mutation
NCIH2122.MK-4827,PARP1,STAG3,0.855,mutation
NCIH2122.MK-4827,PARP2,STAG3,0.855,mutation
NCIH2122.MK-4827,PARP1,PARP2,0.273125,mutation
NCIH2122.MK-4827,KRAS,PARP1,0.1775,mutation
NCIH2122.MK-4827,PARP1,TP53,0.5173143,mutation
NCIH2122.SORAFENIB,KDR,SESN2,0.554,mutation
NCIH2122.SORAFENIB,KDR,PARP1,0.554,mutation
NCIH2122.SORAFENIB,GPC5,PDGFRA,0.521,mutation
NCIH2122.SORAFENIB,GPC5,PDGFRB,0.521,mutation
NCIH2122.SORAFENIB,GPC5,KIT,0.521,mutation
NCIH2122.SORAFENIB,KIT,KRAS,0.44,mutation
NCIH2122.SORAFENIB,PDGFRB,TP53,0.4305,mutation
NCIH2122.SORAFENIB,KDR,TP53,0.4305,mutation
NCIH2122.SORAFENIB,KIT,TP53,0.1775,mutation
NCIH2122.ABT-888,PARP1,SESN2,0.554,mutation
NCIH2122.ABT-888,PARP2,SESN2,0.557,mutation
NCIH2122.ABT-888,PARP1,STAG3,0.855,mutation
NCIH2122.ABT-888,PARP2,STAG3,0.855,mutation
NCIH2122.ABT-888,PARP1,PARP2,0.273125,mutation
NCIH2122.ABT-888,KRAS,PARP1,0.1775,mutation
NCIH2122.ABT-888,PARP1,TP53,0.5173143,mutation
NCIH2122.MK-8669,MTOR,SESN2,0.551,mutation
NCIH2122.MK-8669,MTOR,PARP1,0.557,mutation
NCIH2122.MK-8669,KRAS,MTOR,0.461,mutation
NCIH2122.MK-8669,MTOR,TP53,0.464375,mutation
NCIH2122.GEMCITABINE,RRM1,SESN2,0.53,mutation
NCIH2122.GEMCITABINE,CDKL5,RRM1,0.473,mutation
NCIH2122.GEMCITABINE,CDKL5,TYMS,0.473,mutation
NCIH2122.GEMCITABINE,CDKL5,CMPK1,0.473,mutation
NCIH2122.GEMCITABINE,CSNK1E,RRM1,0.482,mutation
NCIH2122.GEMCITABINE,CSNK1E,TYMS,0.482,mutation
NCIH2122.GEMCITABINE,CMPK1,CSNK1E,0.482,mutation
NCIH2122.GEMCITABINE,PARP1,RRM1,0.521,mutation
NCIH2122.GEMCITABINE,KRAS,RRM1,0.536,mutation
NCIH2122.SUNITINIB,KDR,SESN2,0.554,mutation
NCIH2122.SUNITINIB,KDR,PARP1,0.554,mutation
NCIH2122.SUNITINIB,GPC5,PDGFRA,0.521,mutation
NCIH2122.SUNITINIB,GPC5,PDGFRB,0.521,mutation
NCIH2122.SUNITINIB,GPC5,KIT,0.521,mutation
NCIH2122.SUNITINIB,KIT,KRAS,0.44,mutation
NCIH2122.SUNITINIB,PDGFRB,TP53,0.4305,mutation
NCIH2122.SUNITINIB,KDR,TP53,0.4305,mutation
NCIH2122.SUNITINIB,KIT,TP53,0.1775,mutation
NCIH2122.ETOPOSIDE,KRAS,TOP2A,0.458,mutation
NCIH2122.PD325901,KRAS,MAP2K1,0.458,mutation
NCIH2122.MK-4541,AR,KRAS,0.44,mutation
NCIH2122.LAPATINIB,EGFR,SESN2,0.548,mutation
NCIH2122.LAPATINIB,EGFR,PARP1,0.83359375,mutation
NCIH2122.LAPATINIB,ERBB2,PARP1,0.1775,mutation
NCIH2122.LAPATINIB,EGFR,KRAS,0.85,mutation
NCIH2122.LAPATINIB,EGFR,TP53,0.273125,mutation
NCIH2122.LAPATINIB,ERBB2,TP53,0.1775,mutation
NCIH2122.MK-2206,AKT1,PARP1,0.34334375,mutation
NCIH2122.MK-2206,AKT1,TP53,0.273125,mutation
NCIH2122.DOXORUBICIN,PARP1,TOP1,0.1775,mutation
NCIH2122.DOXORUBICIN,KRAS,TOP1,0.855,mutation
NCIH2122.DOXORUBICIN,TOP1,TP53,0.1775,mutation
NCIH2122.DINACICLIB,CDK2,SESN2,0.557,mutation
NCIH2122.DINACICLIB,CDK2,PARP1,0.557,mutation
NCIH2122.DINACICLIB,CDK5,PARP1,0.304,mutation
NCIH2122.DINACICLIB,CDK2,KRAS,0.1775,mutation
NCIH2122.DINACICLIB,CDK9,KRAS,0.443,mutation
NCIH2122.DINACICLIB,CDK1,TP53,0.1775,mutation
NCIH2122.DINACICLIB,CDK2,TP53,0.1775,mutation
NCIH2122.DINACICLIB,CDK9,TP53,0.1775,mutation
NCIH2122.MK-8776,CHEK1,PARP1,0.56,mutation
NCIH2122.MK-8776,CHEK1,TP53,0.85,mutation
NCIH2122.GELDANAMYCIN,HSP90AA1,TP53,0.4305,mutation
NCIH2122.5-FU,CDKL5,TYMS,0.473,mutation
NCIH2122.5-FU,CSNK1E,TYMS,0.482,mutation
NCIH2122.DASATINIB,GPC5,KIT,0.521,mutation
NCIH2122.DASATINIB,KIT,KRAS,0.44,mutation
NCIH2122.DASATINIB,KIT,TP53,0.1775,mutation
NCIH2122.AZD1775,TP53,WEE1,0.836875,mutation
NCIH2122.TOPOTECAN,PARP1,TOP1,0.1775,mutation
NCIH2122.TOPOTECAN,KRAS,TOP1,0.855,mutation
NCIH2122.TOPOTECAN,TOP1,TP53,0.1775,mutation
NCIH2122.BEZ-235,MTOR,SESN2,0.551,mutation
NCIH2122.BEZ-235,PARP1,PIK3CA,0.34334375,mutation
NCIH2122.BEZ-235,MTOR,PARP1,0.557,mutation
NCIH2122.BEZ-235,KRAS,MTOR,0.461,mutation
NCIH2122.BEZ-235,MTOR,TP53,0.464375,mutation
NCIH2122.SN-38,PARP1,TOP1,0.1775,mutation
NCIH2122.SN-38,KRAS,TOP1,0.855,mutation
NCIH2122.SN-38,KRAS,TOP2A,0.458,mutation
NCIH2122.SN-38,TOP1,TP53,0.1775,mutation
NCIH2122.ERLOTINIB,EGFR,SESN2,0.548,mutation
NCIH2122.ERLOTINIB,EGFR,PARP1,0.83359375,mutation
NCIH2122.ERLOTINIB,EGFR,KRAS,0.85,mutation
NCIH2122.ERLOTINIB,EGFR,TP53,0.273125,mutation
NCIH23.MK-4827,PARP1,TP53,0.5173143,mutation
NCIH23.MK-4827,PARP1,PMS2,0.539,mutation
NCIH23.MK-4827,KRAS,PARP1,0.1775,mutation
NCIH23.MK-4827,PARP1,STAG3,0.855,mutation
NCIH23.MK-4827,PARP2,STAG3,0.855,mutation
NCIH23.MK-4827,ATM,PARP1,0.85,mutation
NCIH23.MK-4827,ATM,PARP2,0.56,mutation
NCIH23.MK-4827,PARP1,PPARA,0.1775,mutation
NCIH23.SORAFENIB,PDGFRB,TP53,0.4305,mutation
NCIH23.SORAFENIB,KDR,TP53,0.4305,mutation
NCIH23.SORAFENIB,KIT,TP53,0.1775,mutation
NCIH23.SORAFENIB,KDR,PMS2,0.536,mutation
NCIH23.SORAFENIB,KIT,KRAS,0.44,mutation
NCIH23.SORAFENIB,PDE4DIP,PDGFRA,0.554,mutation
NCIH23.SORAFENIB,PDE4DIP,PDGFRB,0.554,mutation
NCIH23.SORAFENIB,KIT,PDE4DIP,0.554,mutation
NCIH23.SORAFENIB,PDGFRA,PLCB1,0.443,mutation
NCIH23.SORAFENIB,PDGFRB,PLCB1,0.443,mutation
NCIH23.SORAFENIB,KIT,PLCB1,0.443,mutation
NCIH23.SORAFENIB,PDGFRA,SNX10,0.503,mutation
NCIH23.SORAFENIB,PDGFRB,SNX10,0.503,mutation
NCIH23.SORAFENIB,KIT,SNX10,0.503,mutation
NCIH23.SORAFENIB,KDR,SLC28A1,0.473,mutation
NCIH23.SORAFENIB,ATM,KDR,0.53,mutation
NCIH23.SORAFENIB,FLT3,KIT,0.56,mutation
NCIH23.SORAFENIB,PDGFRA,PPP3CA,0.44,mutation
NCIH23.SORAFENIB,PDGFRB,PPP3CA,0.44,mutation
NCIH23.SORAFENIB,KIT,PPP3CA,0.44,mutation
NCIH23.ABT-888,PARP1,TP53,0.5173143,mutation
NCIH23.ABT-888,PARP1,PMS2,0.539,mutation
NCIH23.ABT-888,KRAS,PARP1,0.1775,mutation
NCIH23.ABT-888,PARP1,STAG3,0.855,mutation
NCIH23.ABT-888,PARP2,STAG3,0.855,mutation
NCIH23.ABT-888,ATM,PARP1,0.85,mutation
NCIH23.ABT-888,ATM,PARP2,0.56,mutation
NCIH23.ABT-888,PARP1,PPARA,0.1775,mutation
NCIH23.MK-8669,MTOR,TP53,0.464375,mutation
NCIH23.MK-8669,MTOR,PMS2,0.542,mutation
NCIH23.MK-8669,KRAS,MTOR,0.461,mutation
NCIH23.MK-8669,MTOR,RPS6KB1,0.1775,mutation
NCIH23.MK-8669,ATM,MTOR,0.554,mutation
NCIH23.GEMCITABINE,BARD1,TYMS,0.2,mutation
NCIH23.GEMCITABINE,PMS2,RRM1,0.53,mutation
NCIH23.GEMCITABINE,KRAS,RRM1,0.536,mutation
NCIH23.GEMCITABINE,RRM1,SLC28A1,0.5,mutation
NCIH23.GEMCITABINE,ATM,RRM1,0.53,mutation
NCIH23.GEMCITABINE,MARK1,RRM1,0.569,mutation
