CELL_LINE.DRUG,GENEA,GENEB,SCORE,SOURCE,GENEA.GENEB
A375.SUNITINIB,ANK3,KIT,0.506,mutation,ANK3.KIT
A375.SUNITINIB,ANK3,PDGFRA,0.506,mutation,ANK3.PDGFRA
A375.SUNITINIB,ANK3,PDGFRB,0.506,mutation,ANK3.PDGFRB
A375.SUNITINIB,CA2,KIT,0.509,mutation,CA2.KIT
A375.SUNITINIB,CA2,PDGFRA,0.509,mutation,CA2.PDGFRA
A375.SUNITINIB,CA2,PDGFRB,0.509,mutation,CA2.PDGFRB
A375.SUNITINIB,CALM1,KIT,0.506,gex,CALM1.KIT
A375.SUNITINIB,CALM1,PDGFRA,0.506,gex,CALM1.PDGFRA
A375.SUNITINIB,CALM1,PDGFRB,0.506,gex,CALM1.PDGFRB
A375.SUNITINIB,CNR1,KIT,0.506,mutation,CNR1.KIT
A375.SUNITINIB,CNR1,PDGFRA,0.506,mutation,CNR1.PDGFRA
A375.SUNITINIB,CNR1,PDGFRB,0.506,mutation,CNR1.PDGFRB
A375.SUNITINIB,CST4,KIT,0.506,mutation,CST4.KIT
A375.SUNITINIB,CST4,PDGFRA,0.506,mutation,CST4.PDGFRA
A375.SUNITINIB,CST4,PDGFRB,0.506,mutation,CST4.PDGFRB
A375.SUNITINIB,GPC5,KIT,0.521,mutation,GPC5.KIT
A375.SUNITINIB,GPC5,PDGFRA,0.521,mutation,GPC5.PDGFRA
A375.SUNITINIB,GPC5,PDGFRB,0.521,mutation,GPC5.PDGFRB
A375.SUNITINIB,KDR,MTOR,0.545,mutation,KDR.MTOR
A375.SUNITINIB,KIT,MYC,0.1775,gex,KIT.MYC
A375.SUNITINIB,KIT,PDE4DIP,0.554,mutation,KIT.PDE4DIP
A375.SUNITINIB,KIT,SP100,0.503,mutation,KIT.SP100
A375.SUNITINIB,KIT,TJP1,0.527,gex,KIT.TJP1
A375.SUNITINIB,PDE4DIP,PDGFRA,0.554,mutation,PDE4DIP.PDGFRA
A375.SUNITINIB,PDE4DIP,PDGFRB,0.554,mutation,PDE4DIP.PDGFRB
A375.SUNITINIB,PDGFRA,SP100,0.503,mutation,PDGFRA.SP100
A375.SUNITINIB,PDGFRA,TJP1,0.527,gex,PDGFRA.TJP1
A375.SUNITINIB,PDGFRB,SP100,0.503,mutation,PDGFRB.SP100
A375.SUNITINIB,PDGFRB,TJP1,0.527,gex,PDGFRB.TJP1
A427.5-FU,ASPM,TYMS,0.5,mutation,ASPM.TYMS
A427.5-FU,CARS,TYMS,0.5,mutation,CARS.TYMS
A427.5-FU,TYMS,TYRO3,0.446,mutation,TYMS.TYRO3
A427.ABT-888,KRAS,PARP1,0.1775,mutation,KRAS.PARP1
A427.ABT-888,PARP1,POLE,0.548,mutation,PARP1.POLE
A427.ABT-888,PARP1,PPP2R4,0.1775,mutation,PARP1.PPP2R4
A427.ABT-888,PARP1,PRR3,0.2,mutation,PARP1.PRR3
A427.ABT-888,PARP1,TOP1,0.1775,gex,PARP1.TOP1
A427.ABT-888,PARP2,POLE,0.536,mutation,PARP2.POLE
A427.BEZ-235,BECN1,MTOR,0.1775,mutation,BECN1.MTOR
A427.BEZ-235,KRAS,MTOR,0.461,mutation,KRAS.MTOR
A427.BEZ-235,MAPK1,PIK3CA,0.1775,gex,MAPK1.PIK3CA
A427.BEZ-235,MTOR,POLE,0.542,mutation,MTOR.POLE
A427.DASATINIB,CARS,KIT,0.506,mutation,CARS.KIT
A427.DASATINIB,KIT,KRAS,0.44,mutation,KIT.KRAS
A427.DASATINIB,KIT,MAML1,0.509,mutation,KIT.MAML1
A427.DINACICLIB,CDK2,KRAS,0.1775,mutation,CDK2.KRAS
A427.DINACICLIB,CDK2,POLE,0.557,mutation,CDK2.POLE
A427.DINACICLIB,CDK9,KRAS,0.443,mutation,CDK9.KRAS
A427.DOXORUBICIN,KRAS,TOP1,0.855,mutation,KRAS.TOP1
A427.ERLOTINIB,ABL1,EGFR,0.855,gex,ABL1.EGFR
A427.ERLOTINIB,CTTN,EGFR,0.2,mutation,CTTN.EGFR
A427.ERLOTINIB,EGFR,KRAS,0.85,mutation,EGFR.KRAS
A427.ERLOTINIB,EGFR,MAPK1,0.273125,gex,EGFR.MAPK1
A427.ERLOTINIB,EGFR,POLE,0.533,mutation,EGFR.POLE
A427.ERLOTINIB,EGFR,PPP2R4,0.1775,mutation,EGFR.PPP2R4
A427.ERLOTINIB,EGFR,SMARCA2,0.1775,gex,EGFR.SMARCA2
A427.ERLOTINIB,EGFR,SMARCA4,0.1775,gex,EGFR.SMARCA4
A427.ETOPOSIDE,KRAS,TOP2A,0.458,mutation,KRAS.TOP2A
A427.GEMCITABINE,ASPM,CMPK1,0.5,mutation,ASPM.CMPK1
A427.GEMCITABINE,ASPM,RRM1,0.5,mutation,ASPM.RRM1
A427.GEMCITABINE,ASPM,TYMS,0.5,mutation,ASPM.TYMS
A427.GEMCITABINE,CARS,CMPK1,0.5,mutation,CARS.CMPK1
A427.GEMCITABINE,CARS,RRM1,0.5,mutation,CARS.RRM1
A427.GEMCITABINE,CARS,TYMS,0.5,mutation,CARS.TYMS
A427.GEMCITABINE,CMPK1,TYRO3,0.446,mutation,CMPK1.TYRO3
A427.GEMCITABINE,KRAS,RRM1,0.536,mutation,KRAS.RRM1
A427.GEMCITABINE,POLE,RRM1,0.509,mutation,POLE.RRM1
A427.GEMCITABINE,RRM1,TYRO3,0.446,mutation,RRM1.TYRO3
A427.GEMCITABINE,TYMS,TYRO3,0.446,mutation,TYMS.TYRO3
A427.LAPATINIB,ABL1,EGFR,0.855,gex,ABL1.EGFR
A427.LAPATINIB,CTTN,EGFR,0.2,mutation,CTTN.EGFR
A427.LAPATINIB,EGFR,KRAS,0.85,mutation,EGFR.KRAS
A427.LAPATINIB,EGFR,MAPK1,0.273125,gex,EGFR.MAPK1
A427.LAPATINIB,EGFR,POLE,0.533,mutation,EGFR.POLE
A427.LAPATINIB,EGFR,PPP2R4,0.1775,mutation,EGFR.PPP2R4
A427.LAPATINIB,EGFR,SMARCA2,0.1775,gex,EGFR.SMARCA2
A427.LAPATINIB,EGFR,SMARCA4,0.1775,gex,EGFR.SMARCA4
A427.LAPATINIB,ERBB2,MAPK1,0.1775,gex,ERBB2.MAPK1
A427.METHOTREXATE,DHFR,MSH2,0.855,mutation,DHFR.MSH2
A427.MK-2206,AKT1,BECN1,0.1775,mutation,AKT1.BECN1
A427.MK-2206,AKT1,MAPK1,0.56,gex,AKT1.MAPK1
A427.MK-2206,AKT1,PPP2R4,0.1775,mutation,AKT1.PPP2R4
A427.MK-4541,AR,KRAS,0.44,mutation,AR.KRAS
A427.MK-4541,AR,MAPK1,0.1775,gex,AR.MAPK1
A427.MK-4827,KRAS,PARP1,0.1775,mutation,KRAS.PARP1
A427.MK-4827,PARP1,POLE,0.548,mutation,PARP1.POLE
A427.MK-4827,PARP1,PPP2R4,0.1775,mutation,PARP1.PPP2R4
A427.MK-4827,PARP1,PRR3,0.2,mutation,PARP1.PRR3
A427.MK-4827,PARP1,TOP1,0.1775,gex,PARP1.TOP1
A427.MK-4827,PARP2,POLE,0.536,mutation,PARP2.POLE
A427.MK-8669,BECN1,MTOR,0.1775,mutation,BECN1.MTOR
A427.MK-8669,KRAS,MTOR,0.461,mutation,KRAS.MTOR
A427.MK-8669,MTOR,POLE,0.542,mutation,MTOR.POLE
A427.MK-8776,CHEK1,TOP1,0.1775,gex,CHEK1.TOP1
A427.PD325901,KRAS,MAP2K1,0.458,mutation,KRAS.MAP2K1
A427.SN-38,KRAS,TOP1,0.855,mutation,KRAS.TOP1
A427.SN-38,KRAS,TOP2A,0.458,mutation,KRAS.TOP2A
A427.SORAFENIB,CARS,KIT,0.506,mutation,CARS.KIT
A427.SORAFENIB,CARS,PDGFRA,0.506,mutation,CARS.PDGFRA
A427.SORAFENIB,CARS,PDGFRB,0.506,mutation,CARS.PDGFRB
A427.SORAFENIB,KDR,POLE,0.503,mutation,KDR.POLE
A427.SORAFENIB,KIT,KRAS,0.44,mutation,KIT.KRAS
A427.SORAFENIB,KIT,MAML1,0.509,mutation,KIT.MAML1
A427.SORAFENIB,MAML1,PDGFRA,0.509,mutation,MAML1.PDGFRA
A427.SORAFENIB,MAML1,PDGFRB,0.509,mutation,MAML1.PDGFRB
A427.SUNITINIB,CARS,KIT,0.506,mutation,CARS.KIT
A427.SUNITINIB,CARS,PDGFRA,0.506,mutation,CARS.PDGFRA
A427.SUNITINIB,CARS,PDGFRB,0.506,mutation,CARS.PDGFRB
A427.SUNITINIB,KDR,POLE,0.503,mutation,KDR.POLE
A427.SUNITINIB,KIT,KRAS,0.44,mutation,KIT.KRAS
A427.SUNITINIB,KIT,MAML1,0.509,mutation,KIT.MAML1
A427.SUNITINIB,MAML1,PDGFRA,0.509,mutation,MAML1.PDGFRA
A427.SUNITINIB,MAML1,PDGFRB,0.509,mutation,MAML1.PDGFRB
A427.TOPOTECAN,KRAS,TOP1,0.855,mutation,KRAS.TOP1
DLD1.DASATINIB,KIT,SMARCA1,0.506,gex,KIT.SMARCA1
DLD1.SORAFENIB,KIT,SMARCA1,0.506,gex,KIT.SMARCA1
DLD1.SORAFENIB,PDGFRA,SMARCA1,0.506,gex,PDGFRA.SMARCA1
DLD1.SORAFENIB,PDGFRB,SMARCA1,0.506,gex,PDGFRB.SMARCA1
DLD1.SUNITINIB,KIT,SMARCA1,0.506,gex,KIT.SMARCA1
DLD1.SUNITINIB,PDGFRA,SMARCA1,0.506,gex,PDGFRA.SMARCA1
DLD1.SUNITINIB,PDGFRB,SMARCA1,0.506,gex,PDGFRB.SMARCA1
ES2.5-FU,ASPM,TYMS,0.5,mutation,ASPM.TYMS
ES2.ABT-888,DLGAP5,PARP2,0.2,mutation,DLGAP5.PARP2
ES2.ABT-888,PARP1,PML,0.1775,mutation,PARP1.PML
ES2.ABT-888,PARP1,POLM,0.536,mutation,PARP1.POLM
ES2.ABT-888,PARP1,TP53,0.5173143,mutation,PARP1.TP53
ES2.ABT-888,PARP1,USP21,0.2,mutation,PARP1.USP21
ES2.ABT-888,PARP2,POLM,0.551,mutation,PARP2.POLM
ES2.AZD1775,TP53,WEE1,0.836875,mutation,TP53.WEE1
ES2.BEZ-235,MTOR,POLM,0.548,mutation,MTOR.POLM
ES2.BEZ-235,MTOR,TP53,0.464375,mutation,MTOR.TP53
ES2.DASATINIB,ANK3,KIT,0.506,mutation,ANK3.KIT
ES2.DASATINIB,ATP7A,KIT,0.509,mutation,ATP7A.KIT
ES2.DASATINIB,AZGP1,KIT,0.506,mutation,AZGP1.KIT
ES2.DASATINIB,KIT,06-Sep,0.503,mutation,KIT.42984
ES2.DASATINIB,KIT,NRG2,0.503,mutation,KIT.NRG2
ES2.DASATINIB,KIT,PYROXD1,0.503,mutation,KIT.PYROXD1
ES2.DASATINIB,KIT,TJP1,0.527,mutation,KIT.TJP1
ES2.DASATINIB,KIT,TP53,0.1775,mutation,KIT.TP53
ES2.DASATINIB,KIT,UGT1A9,0.557,mutation,KIT.UGT1A9
ES2.DASATINIB,KIT,ZNF140,0.506,gex,KIT.ZNF140
ES2.DINACICLIB,CDK1,TP53,0.1775,mutation,CDK1.TP53
ES2.DINACICLIB,CDK2,POLM,0.548,mutation,CDK2.POLM
ES2.DINACICLIB,CDK2,TP53,0.1775,mutation,CDK2.TP53
ES2.DINACICLIB,CDK9,TP53,0.1775,mutation,CDK9.TP53
ES2.DOXORUBICIN,TOP1,TP53,0.1775,mutation,TOP1.TP53
ES2.ERLOTINIB,BCAR1,EGFR,0.855,mutation,BCAR1.EGFR
ES2.ERLOTINIB,EGFR,POLM,0.551,mutation,EGFR.POLM
ES2.ERLOTINIB,EGFR,PRKCZ,0.855,gex,EGFR.PRKCZ
ES2.ERLOTINIB,EGFR,PTPRF,0.2,mutation,EGFR.PTPRF
ES2.ERLOTINIB,EGFR,TP53,0.273125,mutation,EGFR.TP53
ES2.GELDANAMYCIN,HSP90AA1,TP53,0.4305,mutation,HSP90AA1.TP53
ES2.GEMCITABINE,ASPM,CMPK1,0.5,mutation,ASPM.CMPK1
ES2.GEMCITABINE,ASPM,RRM1,0.5,mutation,ASPM.RRM1
ES2.GEMCITABINE,ASPM,TYMS,0.5,mutation,ASPM.TYMS
ES2.GEMCITABINE,POLM,RRM1,0.527,mutation,POLM.RRM1
ES2.LAPATINIB,BCAR1,EGFR,0.855,mutation,BCAR1.EGFR
ES2.LAPATINIB,EGFR,POLM,0.551,mutation,EGFR.POLM
ES2.LAPATINIB,EGFR,PRKCZ,0.855,gex,EGFR.PRKCZ
ES2.LAPATINIB,EGFR,PTPRF,0.2,mutation,EGFR.PTPRF
ES2.LAPATINIB,EGFR,TP53,0.273125,mutation,EGFR.TP53
ES2.LAPATINIB,ERBB2,TP53,0.1775,mutation,ERBB2.TP53
ES2.MK-2206,AKT1,AR,0.1775,mutation,AKT1.AR
ES2.MK-2206,AKT1,BRAF,0.1775,mutation,AKT1.BRAF
ES2.MK-2206,AKT1,TP53,0.273125,mutation,AKT1.TP53
ES2.MK-4827,DLGAP5,PARP2,0.2,mutation,DLGAP5.PARP2
ES2.MK-4827,PARP1,PML,0.1775,mutation,PARP1.PML
ES2.MK-4827,PARP1,POLM,0.536,mutation,PARP1.POLM
ES2.MK-4827,PARP1,TP53,0.5173143,mutation,PARP1.TP53
ES2.MK-4827,PARP1,USP21,0.2,mutation,PARP1.USP21
ES2.MK-4827,PARP2,POLM,0.551,mutation,PARP2.POLM
ES2.MK-5108,AURKA,CYP2C9,0.5,mutation,AURKA.CYP2C9
ES2.MK-5108,AURKA,MAP2,0.5,mutation,AURKA.MAP2
ES2.MK-8669,MTOR,POLM,0.548,mutation,MTOR.POLM
ES2.MK-8669,MTOR,TP53,0.464375,mutation,MTOR.TP53
ES2.MK-8776,CHEK1,TP53,0.85,mutation,CHEK1.TP53
ES2.SN-38,TOP1,TP53,0.1775,mutation,TOP1.TP53
ES2.SORAFENIB,ANK3,KIT,0.506,mutation,ANK3.KIT
ES2.SORAFENIB,ANK3,PDGFRA,0.506,mutation,ANK3.PDGFRA
ES2.SORAFENIB,ANK3,PDGFRB,0.506,mutation,ANK3.PDGFRB
ES2.SORAFENIB,ATP7A,KIT,0.509,mutation,ATP7A.KIT
ES2.SORAFENIB,ATP7A,PDGFRA,0.509,mutation,ATP7A.PDGFRA
ES2.SORAFENIB,ATP7A,PDGFRB,0.509,mutation,ATP7A.PDGFRB
ES2.SORAFENIB,AZGP1,KIT,0.506,mutation,AZGP1.KIT
ES2.SORAFENIB,AZGP1,PDGFRA,0.506,mutation,AZGP1.PDGFRA
ES2.SORAFENIB,AZGP1,PDGFRB,0.506,mutation,AZGP1.PDGFRB
ES2.SORAFENIB,KDR,POLM,0.536,mutation,KDR.POLM
ES2.SORAFENIB,KDR,TP53,0.4305,mutation,KDR.TP53
ES2.SORAFENIB,KIT,06-Sep,0.503,mutation,KIT.42984
ES2.SORAFENIB,KIT,NRG2,0.503,mutation,KIT.NRG2
ES2.SORAFENIB,KIT,PYROXD1,0.503,mutation,KIT.PYROXD1
ES2.SORAFENIB,KIT,TJP1,0.527,mutation,KIT.TJP1
ES2.SORAFENIB,KIT,TP53,0.1775,mutation,KIT.TP53
ES2.SORAFENIB,KIT,UGT1A9,0.557,mutation,KIT.UGT1A9
ES2.SORAFENIB,KIT,ZNF140,0.506,gex,KIT.ZNF140
ES2.SORAFENIB,NRG2,PDGFRA,0.503,mutation,NRG2.PDGFRA
ES2.SORAFENIB,NRG2,PDGFRB,0.503,mutation,NRG2.PDGFRB
ES2.SORAFENIB,PDGFRA,06-Sep,0.503,mutation,PDGFRA.42984
ES2.SORAFENIB,PDGFRA,PYROXD1,0.503,mutation,PDGFRA.PYROXD1
ES2.SORAFENIB,PDGFRA,TJP1,0.527,mutation,PDGFRA.TJP1
ES2.SORAFENIB,PDGFRA,UGT1A9,0.557,mutation,PDGFRA.UGT1A9
ES2.SORAFENIB,PDGFRA,ZNF140,0.506,gex,PDGFRA.ZNF140
ES2.SORAFENIB,PDGFRB,06-Sep,0.503,mutation,PDGFRB.42984
ES2.SORAFENIB,PDGFRB,PYROXD1,0.503,mutation,PDGFRB.PYROXD1
ES2.SORAFENIB,PDGFRB,TJP1,0.527,mutation,PDGFRB.TJP1
ES2.SORAFENIB,PDGFRB,TP53,0.4305,mutation,PDGFRB.TP53
ES2.SORAFENIB,PDGFRB,UGT1A9,0.557,mutation,PDGFRB.UGT1A9
ES2.SORAFENIB,PDGFRB,ZNF140,0.506,gex,PDGFRB.ZNF140
ES2.SUNITINIB,ANK3,KIT,0.506,mutation,ANK3.KIT
ES2.SUNITINIB,ANK3,PDGFRA,0.506,mutation,ANK3.PDGFRA
ES2.SUNITINIB,ANK3,PDGFRB,0.506,mutation,ANK3.PDGFRB
ES2.SUNITINIB,ATP7A,KIT,0.509,mutation,ATP7A.KIT
ES2.SUNITINIB,ATP7A,PDGFRA,0.509,mutation,ATP7A.PDGFRA
ES2.SUNITINIB,ATP7A,PDGFRB,0.509,mutation,ATP7A.PDGFRB
ES2.SUNITINIB,AZGP1,KIT,0.506,mutation,AZGP1.KIT
ES2.SUNITINIB,AZGP1,PDGFRA,0.506,mutation,AZGP1.PDGFRA
ES2.SUNITINIB,AZGP1,PDGFRB,0.506,mutation,AZGP1.PDGFRB
ES2.SUNITINIB,KDR,POLM,0.536,mutation,KDR.POLM
ES2.SUNITINIB,KDR,TP53,0.4305,mutation,KDR.TP53
ES2.SUNITINIB,KIT,06-Sep,0.503,mutation,KIT.42984
ES2.SUNITINIB,KIT,NRG2,0.503,mutation,KIT.NRG2
ES2.SUNITINIB,KIT,PYROXD1,0.503,mutation,KIT.PYROXD1
ES2.SUNITINIB,KIT,TJP1,0.527,mutation,KIT.TJP1
ES2.SUNITINIB,KIT,TP53,0.1775,mutation,KIT.TP53
ES2.SUNITINIB,KIT,UGT1A9,0.557,mutation,KIT.UGT1A9
ES2.SUNITINIB,KIT,ZNF140,0.506,gex,KIT.ZNF140
ES2.SUNITINIB,NRG2,PDGFRA,0.503,mutation,NRG2.PDGFRA
ES2.SUNITINIB,NRG2,PDGFRB,0.503,mutation,NRG2.PDGFRB
ES2.SUNITINIB,PDGFRA,06-Sep,0.503,mutation,PDGFRA.42984
ES2.SUNITINIB,PDGFRA,PYROXD1,0.503,mutation,PDGFRA.PYROXD1
ES2.SUNITINIB,PDGFRA,TJP1,0.527,mutation,PDGFRA.TJP1
ES2.SUNITINIB,PDGFRA,UGT1A9,0.557,mutation,PDGFRA.UGT1A9
ES2.SUNITINIB,PDGFRA,ZNF140,0.506,gex,PDGFRA.ZNF140
ES2.SUNITINIB,PDGFRB,06-Sep,0.503,mutation,PDGFRB.42984
ES2.SUNITINIB,PDGFRB,PYROXD1,0.503,mutation,PDGFRB.PYROXD1
ES2.SUNITINIB,PDGFRB,TJP1,0.527,mutation,PDGFRB.TJP1
ES2.SUNITINIB,PDGFRB,TP53,0.4305,mutation,PDGFRB.TP53
ES2.SUNITINIB,PDGFRB,UGT1A9,0.557,mutation,PDGFRB.UGT1A9
ES2.SUNITINIB,PDGFRB,ZNF140,0.506,gex,PDGFRB.ZNF140
ES2.TOPOTECAN,TOP1,TP53,0.1775,mutation,TOP1.TP53
HCT116.5-FU,CCNF,TYMS,0.203,mutation,CCNF.TYMS
HCT116.5-FU,DAPK2,TYMS,0.488,mutation,DAPK2.TYMS
HCT116.5-FU,DUT,TYMS,0.56,mutation,DUT.TYMS
HCT116.5-FU,FLT1,TYMS,0.482,mutation,FLT1.TYMS
HCT116.5-FU,FURIN,TYMS,0.5,mutation,FURIN.TYMS
HCT116.5-FU,ITPKC,TYMS,0.467,mutation,ITPKC.TYMS
HCT116.5-FU,KIF11,TYMS,0.203,mutation,KIF11.TYMS
HCT116.5-FU,LMTK2,TYMS,0.467,mutation,LMTK2.TYMS
HCT116.5-FU,MAP3K1,TYMS,0.5,mutation,MAP3K1.TYMS
HCT116.5-FU,PKN2,TYMS,0.5,mutation,PKN2.TYMS
HCT116.5-FU,SLC30A2,TYMS,0.5,mutation,SLC30A2.TYMS
HCT116.ABT-888,ATAD5,PARP1,0.17,mutation,ATAD5.PARP1
HCT116.ABT-888,ATM,PARP1,0.85,mutation,ATM.PARP1
HCT116.ABT-888,ATM,PARP2,0.56,mutation,ATM.PARP2
HCT116.ABT-888,BRCA2,PARP1,0.85,mutation,BRCA2.PARP1
HCT116.ABT-888,BRCA2,PARP2,0.855,mutation,BRCA2.PARP2
HCT116.ABT-888,CHEK2,PARP1,0.1775,mutation,CHEK2.PARP1
HCT116.ABT-888,GTF2H1,PARP1,0.536,mutation,GTF2H1.PARP1
HCT116.ABT-888,GTF2H1,PARP2,0.539,mutation,GTF2H1.PARP2
HCT116.ABT-888,KRAS,PARP1,0.1775,mutation,KRAS.PARP1
HCT116.ABT-888,NAMPT,PARP1,0.8325,mutation,NAMPT.PARP1
HCT116.ABT-888,NAMPT,PARP2,0.855,mutation,NAMPT.PARP2
HCT116.ABT-888,PARP1,PIK3CA,0.34334375,mutation,PARP1.PIK3CA
HCT116.ABT-888,PARP1,POLM,0.536,mutation,PARP1.POLM
HCT116.ABT-888,PARP1,POLR2A,0.521,mutation,PARP1.POLR2A
HCT116.ABT-888,PARP1,PPM1D,0.554,mutation,PARP1.PPM1D
HCT116.ABT-888,PARP1,ROS1,0.1775,mutation,PARP1.ROS1
HCT116.ABT-888,PARP1,SMC3,0.855,mutation,PARP1.SMC3
HCT116.ABT-888,PARP1,STAG1,0.855,mutation,PARP1.STAG1
HCT116.ABT-888,PARP1,USP1,0.542,mutation,PARP1.USP1
HCT116.ABT-888,PARP1,USP21,0.2,mutation,PARP1.USP21
HCT116.ABT-888,PARP1,WRAP53,0.548,mutation,PARP1.WRAP53
HCT116.ABT-888,PARP1,ZBTB32,0.56,mutation,PARP1.ZBTB32
HCT116.ABT-888,PARP2,POLM,0.551,mutation,PARP2.POLM
HCT116.ABT-888,PARP2,POLR2A,0.503,mutation,PARP2.POLR2A
HCT116.ABT-888,PARP2,PPM1D,0.557,mutation,PARP2.PPM1D
HCT116.ABT-888,PARP2,SMC3,0.855,mutation,PARP2.SMC3
HCT116.ABT-888,PARP2,STAG1,0.855,mutation,PARP2.STAG1
HCT116.ABT-888,PARP2,USP1,0.545,mutation,PARP2.USP1
HCT116.ABT-888,PARP2,WRAP53,0.545,mutation,PARP2.WRAP53
HCT116.ABT-888,PARP2,ZBTB32,0.557,mutation,PARP2.ZBTB32
HCT116.BEZ-235,ATM,MTOR,0.554,mutation,ATM.MTOR
HCT116.BEZ-235,ATM,PIK3CA,0.273125,mutation,ATM.PIK3CA
HCT116.BEZ-235,CHEK2,PIK3CA,0.1775,mutation,CHEK2.PIK3CA
HCT116.BEZ-235,DAB2IP,MTOR,0.1775,mutation,DAB2IP.MTOR
HCT116.BEZ-235,GTF2H1,MTOR,0.557,mutation,GTF2H1.MTOR
HCT116.BEZ-235,KRAS,MTOR,0.461,mutation,KRAS.MTOR
HCT116.BEZ-235,LMAN1,PIK3CA,0.167,mutation,LMAN1.PIK3CA
HCT116.BEZ-235,MAP1LC3B,MTOR,0.1775,mutation,MAP1LC3B.MTOR
HCT116.BEZ-235,MET,MTOR,0.1775,mutation,MET.MTOR
HCT116.BEZ-235,MTOR,PIK3CA,0.4305,mutation,MTOR.PIK3CA
HCT116.BEZ-235,MTOR,POLM,0.548,mutation,MTOR.POLM
HCT116.BEZ-235,MTOR,POLR2A,0.53,mutation,MTOR.POLR2A
HCT116.BEZ-235,MTOR,PPM1D,0.542,mutation,MTOR.PPM1D
HCT116.BEZ-235,MTOR,USP1,0.518,mutation,MTOR.USP1
HCT116.BEZ-235,MTOR,WRAP53,0.542,mutation,MTOR.WRAP53
HCT116.BEZ-235,MTOR,ZBTB32,0.548,mutation,MTOR.ZBTB32
HCT116.BEZ-235,PIK3CA,PIK3CB,0.56,mutation,PIK3CA.PIK3CB
HCT116.BEZ-235,PIK3CA,PRPF18,0.167,mutation,PIK3CA.PRPF18
HCT116.DASATINIB,CLEC2D,KIT,0.503,mutation,CLEC2D.KIT
HCT116.DASATINIB,CXCR4,KIT,0.506,mutation,CXCR4.KIT
HCT116.DASATINIB,FLT3,KIT,0.56,mutation,FLT3.KIT
HCT116.DASATINIB,IFI16,KIT,0.524,mutation,IFI16.KIT
HCT116.DASATINIB,IL4,KIT,0.524,mutation,IL4.KIT
HCT116.DASATINIB,ITGB1,KIT,0.503,mutation,ITGB1.KIT
HCT116.DASATINIB,KIT,KRAS,0.44,mutation,KIT.KRAS
HCT116.DASATINIB,KIT,LRRC37A,0.515,mutation,KIT.LRRC37A
HCT116.DASATINIB,KIT,MAPK11,0.449,mutation,KIT.MAPK11
HCT116.DASATINIB,KIT,NKRF,0.512,mutation,KIT.NKRF
HCT116.DASATINIB,KIT,PDE4DIP,0.554,mutation,KIT.PDE4DIP
HCT116.DASATINIB,KIT,SPTB,0.506,mutation,KIT.SPTB
HCT116.DASATINIB,KIT,SV2B,0.506,mutation,KIT.SV2B
HCT116.DASATINIB,KIT,TNFRSF9,0.506,mutation,KIT.TNFRSF9
HCT116.DASATINIB,KIT,TRIM24,0.509,mutation,KIT.TRIM24
HCT116.DASATINIB,KIT,TRIP11,0.509,mutation,KIT.TRIP11
HCT116.DASATINIB,KIT,UTP14A,0.539,mutation,KIT.UTP14A
HCT116.DASATINIB,KIT,ZNF140,0.506,gex,KIT.ZNF140
HCT116.DINACICLIB,ATM,CDK1,0.1775,mutation,ATM.CDK1
HCT116.DINACICLIB,ATM,CDK2,0.548,mutation,ATM.CDK2
HCT116.DINACICLIB,BRCA2,CDK1,0.1775,mutation,BRCA2.CDK1
HCT116.DINACICLIB,CDK2,GTF2H1,0.545,mutation,CDK2.GTF2H1
HCT116.DINACICLIB,CDK2,KRAS,0.1775,mutation,CDK2.KRAS
HCT116.DINACICLIB,CDK2,POLM,0.548,mutation,CDK2.POLM
HCT116.DINACICLIB,CDK2,POLR2A,0.536,mutation,CDK2.POLR2A
HCT116.DINACICLIB,CDK2,PPM1D,0.551,mutation,CDK2.PPM1D
HCT116.DINACICLIB,CDK2,USP1,0.539,mutation,CDK2.USP1
HCT116.DINACICLIB,CDK2,WRAP53,0.557,mutation,CDK2.WRAP53
HCT116.DINACICLIB,CDK2,ZBTB32,0.557,mutation,CDK2.ZBTB32
HCT116.DINACICLIB,CDK9,KRAS,0.443,mutation,CDK9.KRAS
HCT116.DOXORUBICIN,ABCG2,TOP1,0.1775,mutation,ABCG2.TOP1
HCT116.DOXORUBICIN,DNMT1,MTF2,0.173,mutation,DNMT1.MTF2
HCT116.DOXORUBICIN,KRAS,TOP1,0.855,mutation,KRAS.TOP1
HCT116.ERLOTINIB,ABL1,EGFR,0.855,mutation,ABL1.EGFR
HCT116.ERLOTINIB,ATM,EGFR,0.542,mutation,ATM.EGFR
HCT116.ERLOTINIB,BCAR1,EGFR,0.855,mutation,BCAR1.EGFR
HCT116.ERLOTINIB,DDR2,EGFR,0.1775,mutation,DDR2.EGFR
HCT116.ERLOTINIB,EGFR,ERBB3,0.8325,mutation,EGFR.ERBB3
HCT116.ERLOTINIB,EGFR,F3,0.2,mutation,EGFR.F3
HCT116.ERLOTINIB,EGFR,FGFR2,0.855,mutation,EGFR.FGFR2
HCT116.ERLOTINIB,EGFR,GTF2H1,0.536,mutation,EGFR.GTF2H1
HCT116.ERLOTINIB,EGFR,HDAC9,0.56,mutation,EGFR.HDAC9
HCT116.ERLOTINIB,EGFR,KRAS,0.85,mutation,EGFR.KRAS
HCT116.ERLOTINIB,EGFR,MET,0.56,mutation,EGFR.MET
HCT116.ERLOTINIB,EGFR,NOTCH1,0.9,mutation,EGFR.NOTCH1
